id,title,author,content
63,仿写《狗窝》,菠萝一一菠萝蜜,"四年级三班          林颖然玩具房这是谁的房子，真不象样！卡拉居然爬灶台上墙。各种小动物散落在四处，破了洞的是一个小鼓。熊猫扔进了一个水壶，丢在墙角的是它爱吃的绿竹。兔子挂在马脖子上，电动车下压着花猫和老虎。篮子里满是餐具，刀子被留在煎锅里。一块比萨夹着小斧，还有那么多的五颜六色的食物。这是谁的屋子，真是够混乱！芭比、花仙、灰姑娘还是一一什么？你说是我的？哦，是的，恭喜你答对了。"
64,灵魂爱人,风沙蚀骨,"有一种相爱是不能在一起有一种相爱是别离爱情睡在寂寞里是一种甜蜜让心淹没在思念里让爱沉浸在守候中孤身一人来品尝 体味不一样的风情爱里不会有无奈爱里不会有勉强没有伤感 就不会有彷徨没有惆怅 就不会走进失望不在一起的爱 不单单只有相思不在一起的爱 不会只局限于难忘爱 没能让我们在一起爱 却已永恒"
65,很意外，我的2018是以这样的方式开场……,大笨蟹,缘起，说来惭愧，我是2017年3月知道永澄老师的，当时朋友推荐他的公众号给我，说永澄老师在做“目标管理”方面很厉害。我是做团队的，所以一直也想学目标管理，于是就去关注了永澄老师的公众号，并且去公众号查看了永澄老师的文章。当查看了永澄老师公众号的文章时，我的第一反应是：怎么都是我看不懂的理论啊，这些理论究竟有什么用啊？因为觉得没用，于是就放下了（备注：要是被永澄老师看到，估计又要挨骂了o(╥﹏╥)o，因为我都是用“感受”去做决策，畏难，隐形天花板啊，汗颜）。缘落再缘起，一个偶然的机会，“有书”平台送了一本古典老师首发的《跃迁》给我，恰好有朋友告诉我，永澄老师受到中信出版社的邀请准备做这本书的领读，于是我就真正的第一次参加了永澄老师的活动。因为不了解永澄老师的思维方式，所以我只是通过回听“企鹅通”，然后把觉得有用的一句一句写下来，因为不懂方法，只能死磕，通常弄懂一章我花了一天的时间。我不知道当时为嘛我愿意花那么长的时间，或许是因为当时永澄老师他不按常人解书的方法以及解释的非常透彻，所以吸引了我，而我对系统的认识也是从这里开始，是我当时参加永澄老师的领读最大的收获。可惜，剩下最后一章的时候还
66,每个人心中都会有一个摇滚梦,老漫,文/老漫昨天从草莓音乐节回来，不禁感慨唏嘘。虽然作为一名音乐生，但是深感惭愧，我直到现在也没有很懂摇滚。在学校的时候，热衷于摇滚组建乐队的同学比比皆是，时不时会有演出袭来，那时我还不明白摇滚是何模样，因为经常会在电视上看见明星嘻嘻哈哈蹦蹦跳跳的，觉得很是有趣，所以会经常去看演出凑热闹。那时候在偏北的城市读书，有一朋友在武汉读书，武汉音乐节的时候，我的朋友圈被刷了屏，我透过手机屏幕被音乐节的气氛所吸引，于是乎我深深的艳羡能去参加音乐节的人，也可能是一颗爱热闹的心情作祟，一心心向往着。后来总是被各个地方的音乐节吸引着，迷笛、草莓等等，只可惜当时对于一名学生的我来说路远票贵，所以一直没去成。也许那时候在我内心中已然埋下了一颗摇滚的种子。毕业后来到南京工作，无意间加上了一个卖南京各类演出门票的黄牛，看到了南京草莓音乐节的演出时间，那一刻的心情简直不能用愉悦来形容，欢喜若狂抑或是大喜若狂吗哈哈哈哈。当时距离发工资还有半月之久，于是乎抱着饿死也要看演出的心态买了门票。因为身边的朋友都不爱这类风格，所以只能一人独自去音乐节。起初我很忐忑，想着怎么样才不像毫无经验的样子，我想就算无聊无趣死也要在音乐节
67,温水礼赞,甜甜圈圈甜甜,温水实在很温柔。当你奔跑在炽热的操场之上，头顶万丈光芒，篮球飞掠而过篮球旁，你迫切地寻找着水源，冰凉冰凉的水源。终于，一杯通体似冰的极凉的水，映入你的眼帘。你毫不犹豫，冲上前去，抄起这杯颤巍巍的凉水，一饮而尽。你感到心脾被坠入其中的瀑布震慑开来，霎时提神醒脑，充满活力。当你沮丧地躺在床上，凝视着体温示数不断上涨，心中弥漫手足被困的绝望，你虚弱地寻找着水源，热得吐气的水源。终于，你将那滚烫的热水小口喝尽，白气染湿了你的眼睛。你感到仿佛经历了重生，热流跑遍全身，胃肠舒适地伸展，像乘着一块火云。然而，同时，你却猛然发现，日常的消遣，坚定的陪伴者，不知去了哪里。你那默默无言的小跟班此时自歇息去了，有凉水热水顶着，它倒蛮放心，它就是温水。温水，有着普通又别致的，温柔的姿态。它不像热水、沸水，模糊的水汽赛跑一般直往上窜；不时水珠迸溅得有些凌乱；甚至于摇摇摆摆的气泡在狂舞着的水中旋转。它也不像凉水，冷水，冷漠得下一秒就要凝固成冰；每个水分子蜷缩在一个角落苦苦伶仃；只有似玻璃一般的冷清。而温水好像没有什么可以拿来说道的。温水普普通通，只会默默地呆在身边，但濯清而不软弱，晶莹又不浅薄，安静却不怯懦。要喝
68,"伤心酸辣粉|伤胃而不伤心的酸辣粉 ",港漂圈豆豆,"在成都上大学的四年期间，尝遍了川式美味佳肴，有的菜鲜香麻辣，有的菜爽口清甜。离开成都之后，每每想起更是回味无穷。以至于每到一个城市，都会寻觅那熟悉的味道！本期小编推荐的“伤心酸辣粉”在四川虽然只是古镇里的一个个不起眼的小摊位，而在现如今的香港却已开辟了多家分店，成为嗜辣者的后花园。川菜以辣闻名，而当中的重庆菜更着重酸、辣、麻这三大特色。伤心酸辣粉独有的调味酱料，由数十种香料精制而成，灵魂之一的辣椒更是以指天椒、 牛角椒及子弹椒等调配出最合适的香辣度，令嗜辣者不用打飞的就可以在香港吃到正宗的川味菜肴~驰名伤心酸辣粉，薯粉上铺满大量肉酱、葱花、菜莆及花生等配料，口感滑溜，弹牙烟韧，酸和辣的味道有层次，食客可以应个人口味选择不同程度的辣(可选：BB辣/ 小辣/ 中辣/ 大辣/ 劲辣) ，吃的时候要把材料搅拌混在一起才好吃哦！招牌皇牌口水鸡，鸡肉嫩滑，辣味适中。夫妻肺片(即牛脷、牛心、牛舌、牛展)，够麻又够辣。凉拌酸辣土豆丝，不得不佩服四川人民对于凉菜火候力道的把握。随随便便一份食材，都能被“调教”得可圈可点，口感极佳。尖椒皮蛋，选用正宗重庆皮蛋，溏心蛋黄够入味，配上尖椒，大大提升麻辣感。听说"
69,十八,尘___世_美,今天是二零一六年十二月十三号。这是第十五篇简书。今天听的这两部广播剧相当好，很喜欢。也越来越喜欢每天这样听着剧做着题的日子，终于能理解那些留恋大学美好生活的人，原来大学里日子真的可以过得这样舒心。有时候就像忽然开了窍，说不上来到底懂了什么，只觉猛然间一抬头，十方开阔，明朗豁然。我之前有段时间认为，香港归根结底是狭隘的，越听人说香港好，生活水平高，人民素质高之类，便越发不以为然，心想着，这个不同格调带有阶级差别，连美德都带有优越感的弹丸之地，自然是有多肤浅就有多不厚重，有多自傲就有多不包容；来到这里的内地人们，是在狗群里聚成团的猫，走在大街上，还看得见三两扎堆的狐狸，鼹鼠，黄鼬，鸡鸭鹅...口里叽里咕噜各不相同，偶尔互相进行必要交流，倒对彼此的英文都包容得很；说到底，这里的发展是足够碰巧和不小心的，又是必然和强行的，说不定还是强弩之末而难破鲁缟的。在这里，我的圈子小得很，不似在内地大学里，故乡相隔几千公里的同学，也能一起在食堂喝着粥聊着八卦，或者明里暗里地画着小人翻着白眼，总之互相之间是有交集的，交好也罢交恶也罢痛快也罢不痛快也罢，大家是一锅里煮烂的米；而我是孤岛，却浮在一片名叫内地人的
70,《父母安即心之故乡》,猫猫葵,春节的脚步总是太匆匆，倏忽之际已到上班的时间，照例是单位串门拜年抢红包，欢声笑语，插科打诨，其乐融融，同事们比平时多了几分轻松、几多快乐。回家的日子似乎已成为记忆里遥远的回忆，可是明明就是在昨晚，我才打电话回家给老爸老妈报平安安全回来来着。不一样了，就是不一样了，心里有个地方已经改变了。思绪又飘回到过去的一周。开车回家在高速公路上，一路和姐姐聊天，一路思绪飘飞高涨，如身下那驰骋放飞的车子。这条路一年也要跑个十来回，完全不是陌生的风景，哪个点该到哪里，心里清楚的很，可是还是忍不住激动。油门老是踩重了，车速动不动超过了140码，估计得收到罚单了，可是有什么要紧。快一点，再快一点吧，前方就是我的家乡，有我坏脾气的老爸、唠叨的老妈和那熟悉的老房子。只有那里，才是真正心里过年的地方。家里已经满满都是各种春节的气息。红通通的年糕放在大匾里面，可爱的酣睡在架子上，有几个咧开了嘴笑着，露出里面的绿豆沙，竹叶散发着清香的气息，逗引着我们垂涎欲滴；春联的大红纸已经买好了，老爸亲手做出的桌子上铺好了毛毡，墨水、毛笔都已在桌上伺候已毕，就等我来挥毫献丑；冰箱里已经塞得满满当当，老妈一边抱怨我们带回来东西太多，
71,阿迪,凡尘花仙子,2017年9月5日，日拱一卒，积硅步，精进未来的自己。100天，33本书，打卡第45天，《三三来迟》——林迪儿林迪儿的小说我几乎全看过，且不是一遍，比如《纸玫瑰》，《我在春天里等你》，《预谋出轨》，《摘星》，《让爱自由落地》。最近两天又重看了《玫瑰之晨》和《三三来迟》。这几天情绪有点低落，对什么都兴致不高，每每这时我还能干下去的事就是看爱情小说，而且一般都是看熟悉的作者熟悉的作品，没有多少耐心去看新的了，至少近一年没有看过新作品。今天要说的阿迪，不是作者也不是小说中的人物，是一个有缘人，一个猫友，一就要做新娘子的姑娘。我们的友谊是从讨论爱情开始的。那大概是还在猫群第三期的初期，我们刚刚一起进了智囊团后，有一次阿迪私下找我聊天，大概那时有了一些女孩子的小苦恼吧，认为我这个大姐姐还算可信任之人，由此结缘。阿迪是个很沉稳的姑娘，并不是太喜说话，所以在群中主动表现的时候很少。上期的行动营，她作为剽悍四连的连长，我给她当老兵，倒真是让我刮目相看了一把，一个连120多人，大大小小的事务都要经管到，看似很简单的22天，但是只有身在其中的工作人员才会知道，有多少琐碎的事情要管，很锻炼人的组织与调动，整
72,（小小说）纠结,峤羽,小滑和小石都是一起进局办公室的。经过两年的锻炼，两人都处在办公室副主任的位置。半年后办公室主任退休，局长打算从他们两人中提拔一人担任办公室主任。人如其名。小滑人机灵，脑子活，会看眼色，会来事。小石人实在厚道，工作能力比小滑强，但是只会低头拉车，不会抬头看路。小滑很纠结，为了提拔冥思苦想，怎么做才能更加突出自己呢？每当上面布置下来一道任务，安排给小石，他就担心小石做的出彩，让领导看见赞赏；安排给自己吧，又担心自己做的不够好，让领导有看法。这样天天苦思，天天纠结。小滑开始拉拢其他中层干部吃饭喝酒，称兄道弟，为的就是以后投他一票。大家吃好喝好，胸脯拍得山响：“兄弟，没问题！”小石倒像个没事人一样，每天该干啥还是干啥，有任务，就去认真完成任务；没有任务了，就拿起专业书听课学习。仿佛周边人的走动跟自己无关。两个月后，也不知道是酒精的作用，还是用脑过度，小滑年纪轻轻，竟然突发脑溢血，经过抢救，命是保住了，但是行动却是不方便，后半辈子只能修养恢复了。半年后，小石提拔为办公室主任，小滑再也不用纠结了。
73,尊重并接受真实的彼此,世上的光,"真正的成熟不是改变异己。而是能容纳不同。不因敌对而扭曲，不因偏见而滂沱。世间姹紫嫣红，人性却参差不齐。我们岂能要求众人皆良善。况且，自身也非玲珑无暇。那些看似凶恶的，未必是毒辣可恨。而那些看似清秀的，也未必是柔软可爱。       如若要有所迁就，倒不如独自练就。俗日可以清苦，但心性必须高贵。​​​​愿你 我，都有。其实，能做的是，知道什么是对的，去做 ，然而不强迫别人也去做。就像是特蕾莎修女的小诗如果你找到了平静和幸福，他们可能会嫉妒你。不管怎样，你还是要快乐。你今天做的善事，人们往往明天就会忘记。不管怎样，你还是要做善事。即使把你最好的东西给了这个世界。也许这些东西永远都不够，不管怎样，把你最好的东西给这个世界。"
74,扇上诗,idea新世界,"一扇清风万古愁，夜随江河入海流。清风自古明月夜，缕缕青丝岁月稠。（2015.6.2 ）"
75,0118讀書筆記《高效能人士的七個習慣》---第二個習慣,HaiyanF,第二個習慣，以終為始。“以終為始說明在做任何事之前，都要認清方向”......“當我們了解生命中最重要的事情時，生活將會不同”......“你希望在蓋棺定論時獲得的評價，才是你心目中真正渴望的成功。”人生有太多岔路，容易跑偏，有地圖在手尚且會迷路，分不清東南西北，更何況有很多人手上的地圖還是有偏差的，甚至是錯誤的，怎麼能不跑偏呢。那麼如何可以朝著正確的方向前進又不會被外物誤導呢？第二個習慣“以終為始”，大概是最有效的方法了。以終為始，就是以清晰的方向和價值觀來確定自己的思維定式，用正確的的思維定式指導自己的行為和態度。我很喜歡這一章。因為一切的路途無外乎找到正確的方向，如果方向錯了，所有的努力都是徒勞。“以終為始”，給了我很明確的指引。確立自己的目標，以目標為方向，一切的行為準則以到達自己的目標為中心，很清晰明了。我感覺自己的大腦裡已經有一個若隱若現的藍圖，明白了如何構建一個框架，在框架的基礎上，再建立自己的個人原則，細節將會被慢慢描繪清楚，人生的規劃也可以一步步實現。我希望自己被蓋棺定論的時候，是我曾經給他人帶來了良好的影響，是曾經為這個社會做出過正面的貢獻，這樣的成功才沒有白白浪費
76,"iOS 11调试与适配",来自宇宙边际的奥特蛋,"在桌面上方ToolBar找到Window-->Devices ansd Simulators，按照下方图例操作当设备后面出现那个小球就可以拔掉数据线进行无线调试了；/**************** 2017-10-25 更 ********************/"
77,我不敢,淘气鬼的哆啦A梦,"“岁月 你别催 该来的我不推 该还的还 该给的我给” 本周的最后一个晚自习 教室里零零散散比往常少了将近一半人 室友把耳机拿给我 李宗盛《给自己的歌》就这样猝不及防的传入 歌词很有力量大二后 很多个晚自习我都过得糊里糊涂 明明一大堆事要干 却总发现最后会发现留下很多 计划赶不上变化 我也不能完全控制自己的心最近很多事情都定下来了 都朝着结束的方向去了 计算机终于考完了 所有不敢睡的中午 所有不敢落下的选择题 还有拼命上机操作的好多个小时 在周六上午考完都被我扔在了一边 记得考试之前的我很焦虑 给大仙姐留言 自己好像坚持不下去了 当你发现自己一切的坚持都没有意义的时候 内心最后的防线也开始土崩瓦解 还好我坚持下来了 好在自己还算幸运 抽到的题目大部分都会 但愿现实与感觉之隔正如心愿 希望能完美过计算机二级 下学期我可以更好的准备其他 这学期的专四也可以多一点信心越努力的人越幸运 若最后的结果不尽人意 那一定是努力不够 跟天资的关系不大 让自己太好过的话都是理由 借口 我不喜欢 所以努力吧学生会的最近活动宣传结束 部门的日常工作也有条不紊的进行 不需要太多的担心和不安明明很多事情都不用太操"
78,我迷恋过老男人，但幸好我没有嫁给他,悠悠萱草心,这两天最热的新闻之一是杨振宁的遗嘱分割。几乎所有人都认为翁帆太不值得了：年龄的巨大悬殊，十多年的悉心陪伴，无性的婚姻，没有子嗣，甚至杨说死后也希望翁不要再嫁。这一切，只换来一套别墅的使用权。嫁给头顶光环的伟人是否就意味着女人一定要作出牺牲？也许，对于太多的普通人来说，婚姻是抛却那些光环和身份，还能知冷知热相亲相爱地居家过日子的模式。而不是你垂垂老矣害怕孤独生活需要人照顾，我年轻貌美对你顶礼膜拜心甘情愿余生为你付出。但生活如人饮水，冷暖自知。毕竟十几年夫妻情义，也许杨振宁和翁帆真的比我们想象的美好。我不想过多去评价一个全球著名的物理学家和他妻子的婚姻模式。所以今天，我只讲一个普通人的故事。大学毕业后不久，我认识了一个只比我大一岁的女孩F。F重点大学毕业，还长得特别好看，颇有点林志玲的感觉。当时她正和一个比她大了近30岁的老男人热恋。这个男人据说是多金又有才，是某个行业的大咖，和前妻离婚多年，孩子也已成年。所以，F是光明正大的女朋友，不是小三。虽然在一些围城中的人看来都觉得这段老少恋不可理喻，也都不看好这段年龄差距太大的感情。但当时，在我们一帮年轻女生眼里，还是多少有些羡慕F被那个男人那样
79,"阿朱的茶  “静和”的茶",周世恩,与阿朱认识，是十几年前的事了。她管理学校图书馆，每次借书还书，都能见她。气定神闲，坐在图书馆的办公桌上，不是登记图书，就是捧着一本书，静静地阅读，宛若古时的大家闺秀，透出一股子的书卷气息。那时就想：这地，适合她。其实，没有更深地交道，我们的交往，只限于还书、借书，说一些无关紧要的话。所以，她转行做茶、卖茶、品茶，我觉得一点也不奇怪，而是想：这，也正好适合她。她，是适合生长在图书馆，也适合喝茶、品茶的，这些地方，静谧的、不食人间烟火的味道，正与她相衬。十年后，她有了自己小小的一爿茶庄，在自己居住小区的一楼，她仔细地经营着，琢磨着为茶庄取名，定为“静和”。觉着这名字取得好，静静的，一团和气，有点像她。第一次去她茶庄喝茶，属于不请自到。微信中，总见她发茶的图片，红茶，一团褐色的氤氲，腾腾升起。绿茶，放在白瓷杯中，舒展的茶芽盛开绿意。当然，还有普洱、黑茶，一样样，都宛若艺术品。我虽然不是懂茶之人，但也经不起这诱惑，冒冒失失地就赶了过去。她的茶庄布置得很是优雅，湖南蓝布苗绣，扯成了门帘，茶桌上，木头的茶盘，摆几盏白瓷的茶杯，沉甸甸的静谧。她给我泡茶。投茶，冲水，洗茶，接着泡茶，娴熟，安静。我也安
80,说得再好听也不能当饭吃,白日未了,01记得谁说过，有的女人一旦恋爱了，智商就会急剧下降，甚至跌至为零。于是我怀疑过，是不是智商的下降引起了女人听觉神经的过度敏感，以及其他神经的短暂失灵。我的怀疑之所以得以验证，是在小沫当着我们所有人的面，正式宣布K先生光荣晋升为男朋友的时候。还记得在场的姑娘们一边拍手称好，一边扭头问我，Y先生咋办啊？凭什么让K先生给迎头赶上了？我心里想啊，估计就凭那张嘴吧，也许礼貌点应该说是那三寸不烂之舌。上个月小沫从外地出差回来，不巧那天一整夜的瓢泼暴雨，高速路上从十点塞到十二点，水泄不通。那段焦虑的时间里，Y先生隔一会儿问一下大巴的发车时间和位置，小沫回复之后，手机剩余的电全耗在和K先生语音上了。“宝贝在哪了？”“虽然不在你身边，但我会乖乖等你回来。”“你去了两天，我怎么觉得好久没见着你了。”“到站了告诉我，别淋雨了，我会心疼的。”这头，小沫捧着手机傻笑。K先生像一匹凭一张巧嘴走遍天下的狼，恰巧遇上小沫这只竖起两只耳朵的傻兔子，不吃你吃谁呀？直到夜里一点多，大巴车在站里停靠，小沫前脚刚从车上迈下来，Y先生的伞已经撑到面前，一路把她护送到提前叫好的出租车里，就没让她淋到一滴雨。只是小沫一上出租车，就
81,古少侠《个体崛起时代，如何快速的自我增值？》,悠远菩提,
82,懂得,小章女子,最近半个月又看了一遍《倾城之恋》之前总觉得这是张爱玲稍显温暖的一个小说，故事还算圆满，这次看了又反倒觉得太过悲惨。一直觉得张爱玲是个清冷的女子，用一双冷寂眼神看世间所有繁华热闹，写感情总是毫不留情地剥去种种温情的外表，直接暴露出人的本然，没有任何修饰。让人看了顿生悲凉。《白玫瑰和红玫瑰》中她说“也许每一个男子全都有过这样的两个女人，至少两个。娶了红玫瑰，久而久之，红的就变了墙上的一抹蚊子血，白的还是‘床前明月光’；娶了白玫瑰，白的便是衣服上沾的一粒饭黏子，红的却是心口上的一颗朱砂痣。”短短几十字，就揭示一切男子真情下所有的本质。这个女子就是这样，将残忍的真话隐在自己淡淡的哀愁里不经意地说出来，让人分明感觉到悲哀却又拿她毫无办法，她总是一副嘴角向上的姿态看人世间你来我去。剧中柳原看着白流苏道:“这堵墙，不知为什么使我想起地老天荒那一类的话…有一天，我们的文明整个的毁掉了，什么都完了——烧完了，炸完了，坍完了，也许还剩下这堵墙。流苏，如果我那时候再在这墙根底下遇见了…流苏，也许我会对你有一点真心。”白流苏和范柳原这一对现实庸俗的男女，在战争的兵荒马乱之中被命运掷骰子般地掷到了一起，于“一刹
83,#知识体系精深营#6月第10次作业第25组-海红-探寻原因,海红米花妈,便签数3，合计30原文来自对要解决的问题A的原因的分析，会发生这样的现象：找到一个直接原因B，我们就戛然而止，欢呼雀跃，以为问题已然得到解决。但往往会发生这样的情况：B虽然已经调整，过不来多久，A依然发生。这说明B并不是造成A的根本原因，还需要我们继续深入分析发生B的原因C。如果C是最本质的原因，则解决C，就可以解决问题A。这里我们称B是直接原因，C是根本原因。问题的产生，有一条因果关系链，在这条关系链上的初始原因，是造成结果的根本原因，从根本原因入手，才能有效防止不良结果。我们一般说“治标不治本”，标就是直接原因，而本则是根本原因。如何找到根本原因？需要具备追问能力。上个月我开车带孩子和朋友去郊区爬山，在回来的路上，发现油灯报警，油量指示已经在0的位置。我超级担心车里的油熬不到加油站了，还好油箱给力，支撑到了加油站，加上油的那一刻，我松了一口气。担心的直接原因是车没油了，是怎么造成车没油的？是因为我平时没关注油表盘。为什么平时没关注？因为没养成平时检查车的主要指标的习惯。所以根本的解决方法是平时开车出门前，就主要的指标检查一下再出门，特别是长途出行前。本周内，就孩子不愿意学英语的问题
84,"叶 夜",叶谦,"近两年 超过一点睡觉还清醒着的时候尤少，奇怪的是，每次酒后，都变得特别清醒：我是谁 我的过去...活着 活着 常常恍然间会忘记自己是谁  自己是什么样子的 自己为什么要活着这些事情...今晚又是难得的酒局 我喝的开心 一如既往的酒后变得清醒 ：我是一条野狗 是浪人 习惯了到处奔波 到处流浪 到处受苦目前的稳定 安逸 是暂时的 ，在生活面前，我已经非常卑微的低下我曾经高傲的目光尽管如此 尽管如此 生活仍要我受尽苦难 孤零漂泊成长嘛，就是抗争着 抗争着  然后慢慢的变为 从容的接受了生命赋予给予你的所有——包括了所有的悲伤我真的不知道明天我还会在哪里流浪还会在哪里苦苦挣扎 饿着肚子 寻找自己的一线生机我是没有希望的人生活如此 生命亦是如此然而我们在走过坎坎坷坷 都能明白过来生命的戏谑要么先让你希望 然后再让你绝望要么先让你绝望 再让你希望 再给你一次体验绝望的机会不是不可以选择 只有在真正感受过生命的无助的人才能真正感受得到命运 的 权威明天  我会在何处明天  我会变成什么明天 明天 明天....."
85,不想写就是不写,肖辉,不想写就是不写，任性到没朋友。星期五拿着明天写两篇这个理由，心理上轻松的过去了。星期六看电视剧，就是任性不写能怎么样？今天马上变怂。还是要写，不写心里又过不去了。前两天，不写和我学驾照一样。学驾照已经拖了快一年了，每回心里都在想两个月就拿下来了。下月十五号去，等到了十五号，才十五号，两个月就拿下来不心急。其实内心也有一点小害怕，记得第一回自己回家，内心很果断，没有任何计划，买好高铁票，坐上高铁，开始查路线。到了曲阜怎么才可以到济宁？内心很压抑，也很害怕。不怕一个独处在一个地方，就是怕一个人出门。学驾照，有一定因素是害怕。写作是打心里拖延，每回想写了，去看会电影吧。这两天把《刀客家族的女人》看完了。一会会有一篇写《刀客家族的女人》。总是有理由吧。不被逼上绝路，绝不会在短时间去做一件事情。虽然前面的好长时间没有断片，但也总是到了最后关头才去写的。我的任性就是拖延，能拖延多长时间，就拖延多长时间，绝对没有准时完成任务的时候。这个病得治，不过还没有想到办法。我现在最后的办法，就是毒鸡汤。不想写了，就去看一篇毒鸡汤，拉动拉动情绪。生活怎么能少了这份调味品。不怕任性，不怕怂，不怕不做不干，就怕毒鸡
86,全方位爆款营销！阿迪达斯渴望“以点破面”占领中国市场,禹唐,"北京时间2016年9月28日，美国耐克公司发布了2017财年第一季度的财报。财报显示，在2016年6月1日至8月31日期间，耐克公司取得了90.6亿美元的营业收入。与去年同期的84.1亿美元相比，耐克公司在2017财年第一季度的营业收入上实现了8%的增长，抛开汇率因素，增长率为10%。而在最近的三个季度，耐克的营收分别为82.4亿、80.3亿、76.9亿美元，继续保持增势。而在耐克全球市场中，大中华区依然是耐克最大的增长来源，贡献了10.2亿美元的营收，同比增长15%，剔除汇率影响增长率达到21%，为所有地区中最高。尽管如此，与去年同期的30%增长率相比，耐克在大中华区的增长态势还是有所放缓。然而，耐克的直接竞争对手阿迪达斯今年在大中华区的表现却相当亮眼。据阿迪达斯披露的二季度财报显示，剔除汇率因素，阿迪达斯2016年二季度销量增长21%，其中大中华区增长最快，二季度增幅为30%，上半年销售增长30.2%。在禹唐看来，阿迪今年之所以能在大中华区收获喜人的成绩，离不开其“以点破面”的运营思路。以爆款为突破口，从而带动市场的迅速成长。本月初，阿迪达斯发布了最新运动型格（adidas Ath"
87,写给未来2035年的那个他？,荣誉云商,2018年6月7日，星期四，今日高考，全国卷I的作文题目是“写给未来2035年的那个他”。这是一个给材料的命题作文。这个命题我想官方不只是给高考生的命题，也是给全国人民的命题，彰显了2018这一年的时代大背景，前进2035，时间很具体，任务很紧迫，责任很重大。那么，我也想做这道命题作文，写给未来2035年的那个他，有时候就是这样特别有写点东西的冲动，今天就是如此。交待完了写作动机，接下来交待一下2018年的我是做什么的。我当前的职业还是一名编辑，总是在改编别人的创作成果，很少写自己的东西，久而久之形成了没有材料就不会下笔的毛病。这一点让我感到很痛苦，谁不想自由的表达呢？如果能力和条件允许的话。但是话又说回来，做编辑选题也是很痛苦的，把不同的材料组成有机体，也就是俗称的洗稿，其实也不是一件简单的事。而这种命题作文则不同，他有个中心在那里，你可以围绕这个中心自由发挥。就好比今天这道题目，往大了写可以写2035的中国梦，往小了写可以写2035我去哪里吃鸡，到那时还有没有鸡吃，总之还是有点自由的。说到自由，很多考生都盼望着高考赶快结束，再过48小时，2000后出生的这批娃娃们将第一次感受结束高
88,漫谈富养,上善若水在路上,有一句俗语说的，对儿子要穷养，对女儿要富养。因此在人们的印象中，富养就是给予孩子足够多的金钱，让孩子在物质方面不受任何的委屈。其实这是对于孩子富养方面的一个误解，真正的富养是对于孩子精神方面塑造。帮助孩子树立正确的价值观，让孩子拥有爱的能力。物质方面的富养只是会让孩子的感官得到暂时的满足。在精神方面变得越来越空虚。所谓的内心的富贵才是真富贵。我们的幸福感有很大一部分来自于我们的心里感受。我们每个人能够自己真正的做成一件事，或者是能够真正的帮助到别人的时候，我们才会内心才会有成就感和喜悦感。这时候我们才会活得越来越幸福和快乐。对于孩子的富养，其实我们并不需要多少钱。我们需要做的只是在孩子需要我们的时候给予孩子足够的关爱和陪伴。让孩子从小能够拥有乐观的心态，感受幸福的能力和正确的价值观。让孩子从小能够养成进取型人格而不是表现型人格。这样孩子才会从小才能拥有独立思考的能力。
89,HTML属性（三）,李潇南,
90,坚持不下来？那是因为你还没用这招！,原来是二姐,最近好多姐妹们在晒近期坚持学习的成果。有的已经坚持背了几百个单词，有的已经绣了两幅十字绣，有的已经开始和孩子的每晚经典共读。但素，也还是有不少人哭诉，臣妾自己真的没有办法坚持啊！姐想说的是，不能坚持，这真的太正常了。如果每个人都能这样自律，那还要警察还要学校干什么？（机智脸）但素，既然有一颗上进的心，那么姐就要教大家一个破除不能坚持的大招，那就是。表打姐，姐在非常严肃滴讨论学术问题。想想咱们家的熊孩纸，你能怪他做事三心二意吗？连你自己只要拿着手机就会不自觉地刷个朋友圈上网淘些东西放下手机时大半个小时就过去了。所以，正是因为熊孩纸不自觉，才会需要大人陪读啊。通过陪读这种外力监督，促使他逐步养成自律的习惯。你也许又会问了，我们这些老大不小的人，去哪里去找人监督自己啊？嗯，你问对人了。不给出具体解决方案的姐不是好老师（捂脸）。下面，我们就来看看最有针对性的几条监督办法。这绝对是促使自己提高效率学会坚持最重要的一条。记不记得姐曾经教过你们说一定不要动不动就刷手机，可以为自己限定每天刷手机的时间？但是姐也知道你们一定做不到啦（因为姐自己也很难控制自己，捂脸）。所以可以让人帮你控制手机。如果在家里
91,2017.10.24,乖犬,"相信你也认同这句话吧。我挺欣赏Less is more，这个理念。在这个物质能量信息都过剩的时代，如果要把生活中每样装备都精致化，一来需要大量金钱即工时，二来用来享受这些装备的时间有限，很多东西用了一次就放在柜子里落灰，占地且浪费工时。也不知道从什么时候开始，我也喜欢堆砌、储存一些我根本用不上几次的“装备”，这其中包括很多3C产品以及五花八门的学习教程。似乎只有这样才能填补内心因为无聊和焦虑带来的空虚感。特别在技能这一块什么都想会一点，到头来没有一样可以拿得出手的。与其在这儿忏悔，不如抓紧把工作完成，从今天开始系统的、集中的学习两个技能，德语和英语。早安！爱你乖乖"
